EmployeeID,Age,Gender,EducationLevel,Department,JobRole,OfficeLocation,YearsAtCompany,TotalWorkingYears,MonthlyIncomeUSD,TrainingHoursLastYear,ProjectsCompletedLastCycle,LastPerformanceRating,SatisfactionScore,WorkLifeBalanceScore,OverTimeHoursLastMonth,PromotionLast2Years,AvgDailyCommuteTimeMin,TechnicalSkillScore,SoftSkillScore,EngagementSurveyScore,NumDirectReports,PerformanceScoreOutOf100,LeftCompanyWithinYear
EMP0932,22,Male,Bachelor's,Operations,Associate,Branch-CityB,1,5,5189,33,1,3,2.0,3,20,0,24.0,84,75,3.6,0,45,1
EMP0933,24,Female,Bachelor's,Operations,Manager,HQ-CityA,1,10,5742,34,0,3,3.0,3,10,0,59.0,88,98,2.6,9,55,0
EMP0934,43,Male,PhD,Engineering,Analyst,HQ-CityA,7,15,5597,153,5,3,3.0,2,21,0,63.0,95,71,4.9,0,59,0
EMP0935,29,Female,Master's,Finance,Engineer,HQ-CityA,4,5,5178,159,1,2,4.0,2,14,0,16.0,89,77,3.9,0,50,0
EMP0936,58,Male,Bachelor's,Operations,Director,Remote,27,38,8935,154,2,4,3.0,4,5,0,0.0,97,51,3.2,5,52,0
EMP0937,46,Male,Master's,Sales,Analyst,Branch-CityB,4,7,5664,130,0,3,1.0,2,26,0,33.0,56,58,4.8,0,31,1
EMP0938,24,Female,Bachelor's,Operations,Director,HQ-CityA,0,14,6397,12,2,4,,3,9,0,41.0,52,75,4.8,6,32,0
EMP0939,43,Male,Master's,Operations,Engineer,HQ-CityA,6,14,6421,137,4,4,3.0,3,20,0,32.0,62,84,4.8,0,47,0
EMP0940,57,Female,Bachelor's,Engineering,Senior Engineer,HQ-CityA,20,24,7774,85,4,2,4.0,3,11,0,49.0,45,62,2.7,0,34,0
EMP0941,55,Female,Bachelor's,HR,Analyst,Branch-CityC,5,19,6770,59,1,4,4.0,1,35,0,39.0,78,85,4.1,0,54,0
EMP0942,30,Male,Master's,Engineering,Senior Engineer,Branch-CityC,9,15,7037,67,1,3,1.0,2,10,0,63.0,59,94,3.0,0,50,1
EMP0943,29,Female,PhD,HR,Manager,Branch-CityB,3,6,6262,67,5,3,2.0,3,9,0,23.0,91,91,4.8,5,62,0
EMP0944,58,Female,Bachelor's,Finance,Specialist,HQ-CityA,21,25,8781,113,3,1,3.0,1,37,0,9.0,55,61,2.7,0,30,0
EMP0945,38,Female,Bachelor's,Engineering,Engineer,HQ-CityA,8,12,5567,70,5,3,2.0,2,18,0,10.0,83,70,4.7,0,49,0
EMP0946,46,Female,Master's,Marketing,Manager,Branch-CityC,2,12,6431,114,2,3,3.0,4,9,0,32.0,58,92,4.5,2,47,0
EMP0947,27,Female,High School,Operations,Director,Branch-CityB,5,18,7669,50,3,2,4.0,1,39,0,27.0,70,57,4.5,8,39,0
EMP0948,24,Male,Bachelor's,Operations,Analyst,Branch-CityB,3,12,5435,85,2,4,2.0,1,31,0,,89,65,4.7,0,50,0
EMP0949,52,Male,PhD,Marketing,Engineer,HQ-CityA,30,37,10319,80,5,3,2.0,2,5,0,50.0,65,83,5.0,0,44,0
EMP0950,59,Female,PhD,Sales,Associate,HQ-CityA,12,20,7360,133,3,3,4.0,2,13,0,15.0,41,67,3.9,0,42,0
EMP0951,38,Male,Bachelor's,Marketing,Analyst,HQ-CityA,15,29,9042,191,3,2,1.0,1,12,1,54.0,82,68,3.1,0,46,0
EMP0952,31,Female,Bachelor's,Engineering,Director,Branch-CityB,1,5,5704,122,3,4,2.0,2,6,0,20.0,56,93,4.7,3,42,1
EMP0953,28,Male,PhD,Sales,Senior Engineer,Branch-CityB,3,11,5637,37,1,3,3.0,3,9,0,67.0,86,63,3.0,0,47,0
EMP0954,50,Female,PhD,HR,Director,HQ-CityA,1,12,7125,185,3,3,,1,29,0,47.0,65,92,2.8,5,49,0
EMP0955,55,Female,High School,Marketing,Engineer,Branch-CityB,27,28,7091,100,0,4,,2,19,0,34.0,90,72,3.6,0,53,0
EMP0956,50,Female,Bachelor's,HR,Director,Branch-CityC,19,31,11702,114,5,3,2.0,2,16,0,63.0,43,99,3.8,3,41,0
EMP0957,37,Male,High School,Marketing,Engineer,Remote,12,17,7068,177,4,3,2.0,3,14,0,0.0,73,67,3.6,0,47,0
EMP0958,55,Male,Master's,Marketing,Director,HQ-CityA,28,40,11216,162,2,4,1.0,1,4,1,51.0,84,86,3.3,6,49,0
EMP0959,22,Female,High School,HR,Senior Engineer,Remote,1,10,6144,164,0,2,4.0,3,16,0,0.0,49,55,2.6,0,40,0
EMP0960,50,Other,PhD,Sales,Engineer,Branch-CityC,16,27,8703,120,3,4,3.0,2,9,0,,87,71,4.6,0,53,0
EMP0961,41,Male,High School,Finance,Specialist,Remote,15,23,8508,166,4,2,4.0,2,10,1,0.0,62,72,4.4,0,39,0
EMP0962,56,Female,Bachelor's,Engineering,Engineer,HQ-CityA,29,34,9671,146,2,3,3.0,2,8,0,20.0,52,89,3.7,0,44,0
EMP0963,44,Female,Bachelor's,Operations,Senior Engineer,Branch-CityC,19,25,8112,147,4,4,3.0,2,19,0,62.0,84,60,3.9,0,42,0
EMP0964,39,Male,PhD,Sales,Engineer,Remote,8,16,7114,93,0,4,1.0,2,21,0,0.0,59,84,3.2,0,51,1
EMP0965,37,Female,Master's,Sales,Associate,HQ-CityA,6,16,6832,42,2,3,,2,43,0,61.0,89,79,3.8,0,52,0
EMP0966,48,Male,Bachelor's,Finance,Specialist,HQ-CityA,15,28,9612,134,1,2,1.0,2,27,0,18.0,81,98,3.4,0,43,1
EMP0967,27,Female,High School,Operations,Specialist,Remote,3,7,6332,169,2,3,3.0,1,19,0,0.0,54,90,3.8,0,46,0
EMP0968,46,Female,Bachelor's,Engineering,Engineer,Branch-CityB,18,30,8984,125,2,3,4.0,2,11,0,40.0,69,56,3.3,0,36,0
EMP0969,59,Male,Bachelor's,Finance,Director,HQ-CityA,17,17,6821,35,2,3,3.0,2,14,0,36.0,41,65,3.9,6,35,0
EMP0970,39,Female,Master's,HR,Analyst,Branch-CityC,17,26,7643,63,0,2,3.0,4,13,0,25.0,82,60,3.8,0,46,0
EMP0971,27,Other,Bachelor's,Marketing,Specialist,HQ-CityA,2,4,3904,187,3,1,3.0,2,49,1,,84,99,4.8,0,63,0
EMP0972,56,Male,Master's,Operations,Director,Branch-CityC,22,23,8431,113,2,5,3.0,3,9,0,16.0,59,77,3.6,5,41,0
EMP0973,25,Female,Bachelor's,Operations,Senior Engineer,Branch-CityB,3,12,5082,78,1,4,3.0,4,37,0,44.0,95,68,5.0,0,51,0
EMP0974,34,Female,Bachelor's,Marketing,Senior Engineer,Branch-CityB,8,22,8218,192,4,1,3.0,2,13,0,18.0,96,73,4.6,0,55,0
EMP0975,49,Male,Master's,HR,Specialist,Branch-CityB,20,23,6367,96,8,3,3.0,1,15,1,35.0,55,62,3.7,0,41,0
EMP0976,59,Female,Master's,HR,Senior Engineer,Branch-CityB,23,32,8763,1,7,3,3.0,2,17,0,51.0,51,79,4.0,0,50,0
EMP0977,45,Male,Master's,HR,Director,Branch-CityB,8,17,7356,9,0,2,3.0,4,10,0,20.0,44,68,3.1,5,31,0
EMP0978,49,Male,Bachelor's,Sales,Associate,HQ-CityA,9,22,8432,23,3,3,2.0,2,15,0,51.0,82,55,3.6,0,46,0
EMP0979,47,Female,Bachelor's,Sales,Manager,Branch-CityC,13,18,7895,43,2,2,2.0,4,36,0,60.0,68,64,3.9,6,45,0
EMP0980,32,Female,Master's,Finance,Engineer,Remote,5,11,6463,112,2,3,4.0,3,5,0,0.0,46,80,3.6,0,37,0
EMP0981,32,Female,Master's,Finance,Analyst,Remote,8,11,5598,19,5,3,4.0,3,21,0,0.0,81,85,2.9,0,50,0
EMP0982,55,Male,Bachelor's,Marketing,Specialist,HQ-CityA,28,36,11019,155,1,3,2.0,3,53,0,48.0,78,51,4.8,0,45,1
EMP0983,25,Male,PhD,Finance,Specialist,HQ-CityA,0,1,5064,72,4,2,3.0,4,45,0,69.0,75,89,3.2,0,50,0
EMP0984,47,Female,Master's,HR,Analyst,HQ-CityA,21,25,7136,143,3,4,4.0,3,23,0,31.0,76,80,4.7,0,47,0
EMP0985,52,Female,Master's,Marketing,Senior Engineer,HQ-CityA,29,31,8692,77,1,4,4.0,1,13,1,11.0,51,71,4.4,0,36,0
EMP0986,22,Male,PhD,Sales,Senior Engineer,Branch-CityB,1,7,5690,194,4,4,3.0,3,47,0,12.0,97,61,4.1,0,52,0
EMP0987,40,Female,Bachelor's,Finance,Specialist,Branch-CityB,2,7,5927,113,1,3,1.0,3,16,0,23.0,49,57,3.7,0,32,1
EMP0988,30,Male,Bachelor's,Operations,Senior Engineer,Remote,8,15,6363,159,6,3,4.0,4,2,0,0.0,93,61,3.7,0,57,0
EMP0989,54,Female,Bachelor's,HR,Engineer,Remote,26,29,9218,130,5,3,4.0,2,25,0,0.0,95,74,4.1,0,57,0
EMP0990,53,Female,Master's,Finance,Analyst,Branch-CityC,22,24,7329,25,5,3,3.0,3,3,0,45.0,94,85,4.1,0,55,0
EMP0991,26,Male,Bachelor's,Operations,Specialist,HQ-CityA,1,8,6500,94,4,4,3.0,3,1,0,,50,87,4.7,0,50,0
EMP0992,56,Female,Master's,Finance,Director,Branch-CityC,3,14,7175,34,7,2,3.0,2,23,1,32.0,63,61,4.3,3,43,0
EMP0993,24,Male,PhD,Finance,Senior Engineer,HQ-CityA,2,14,6993,46,2,2,4.0,3,6,0,12.0,40,53,4.4,0,29,0
EMP0994,56,Male,PhD,Finance,Associate,Branch-CityC,16,24,7812,134,6,3,3.0,3,41,1,44.0,88,68,4.3,0,43,0
EMP0995,56,Male,Bachelor's,Operations,Associate,HQ-CityA,30,38,10019,181,3,3,3.0,3,15,0,44.0,49,94,2.8,0,44,0
EMP0996,55,Female,High School,Operations,Analyst,Branch-CityC,2,14,5752,94,6,3,4.0,3,13,0,23.0,60,99,3.4,0,44,0
EMP0997,56,Male,Bachelor's,Marketing,Associate,HQ-CityA,24,26,9784,79,1,4,4.0,2,3,0,18.0,53,76,4.6,0,40,0
EMP0998,57,Female,Master's,HR,Associate,Branch-CityB,29,36,8454,131,2,2,1.0,2,3,1,73.0,49,96,2.9,0,46,1
EMP0999,48,Male,PhD,Finance,Engineer,Branch-CityC,7,21,7231,127,1,3,1.0,2,6,0,14.0,43,91,2.5,0,47,1
EMP1000,47,Female,Bachelor's,Engineering,Associate,Branch-CityB,7,11,6373,119,3,3,3.0,2,28,0,39.0,86,93,4.7,0,52,0
